TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_UF_PROVA;SG_UF_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO
2;M;0;3;1;3;0;1;;1;31;MG;405;557.1;401;562.7;360
12;M;0;3;1;1;12;1;1;0;15;PA;;;;;
3;F;0;4;1;2;0;2;1;0;23;CE;429;503.9;462.1;512.3;360
11;F;0;1;1;1;10;1;3;0;50;MS;502;551.3;469.5;524.6;320
5;F;0;1;1;2;0;2;3;0;43;RS;509.7;628.6;554.2;542.2;560
12;M;0;3;1;1;12;1;1;0;31;MG;565.2;575.3;485.4;506.3;460
9;F;0;3;1;1;4;1;;0;15;PA;464.6;581;536.7;535;680
4;M;0;1;1;1;1;1;1;0;29;BA;;;;;
3;M;0;1;1;3;0;1;;1;26;PE;483.6;461.4;426.8;534.5;220
5;F;0;1;1;1;2;1;1;0;33;RJ;528.1;588.2;564.6;430.8;480
4;M;0;1;1;2;0;2;1;0;43;RS;;;;;
3;F;0;3;1;2;0;1;1;0;25;PB;503.9;480;619.3;640.8;760
7;M;0;3;1;2;0;2;1;0;24;RN;;488.1;448.5;;340
2;F;0;3;1;2;0;2;1;0;23;CE;540.9;634.1;592.7;737.3;860
5;M;0;1;1;1;2;1;;0;35;SP;499.8;605;475.8;467.6;400
11;M;;3;1;1;8;1;1;0;29;BA;435.3;661.2;553.1;452.6;320
4;M;0;1;1;1;1;1;;0;22;PI;411.6;449.3;540.3;462.2;600
10;F;0;2;1;1;1;1;;0;33;RJ;461.5;559.1;395.1;457.2;380
2;M;0;2;1;2;0;2;1;0;35;SP;410.4;517.2;491.2;520.2;460
9;F;1;1;1;1;6;1;1;0;52;GO;;;;;
4;F;0;3;1;1;2;1;1;0;15;PA;;623.1;588.6;;640
3;M;0;1;1;1;1;1;1;0;23;CE;461.9;614.9;589.7;751.2;660
9;M;0;1;1;1;7;1;1;0;22;PI;497.2;596.1;453;704.3;360
3;M;0;3;1;2;0;2;1;0;51;MT;538.7;565.9;498.5;573.2;480
4;F;0;3;2;1;2;1;1;0;23;CE;539.5;626;498;539.9;700
2;F;0;1;1;2;0;2;1;0;23;CE;613.6;690.8;628.2;711.3;680
12;F;;3;1;1;10;1;3;0;51;MT;;;;;
13;F;1;1;1;1;1;1;1;0;24;RN;407.1;530.5;507.8;438.2;400
2;F;0;2;1;3;0;1;;1;29;BA;434.2;627.5;552.9;456.4;360
4;F;0;3;1;1;1;1;;0;31;MG;457.2;580.7;529.8;398.8;600
3;M;0;0;1;1;1;1;1;0;26;PE;503.8;657.1;612.9;652.2;520
4;F;0;1;1;1;1;1;1;0;33;RJ;;;;;
7;M;0;3;1;1;3;1;1;0;21;MA;508.3;561.8;483.3;516.1;580
3;F;0;3;1;2;0;2;1;0;15;PA;419.8;471.3;375.2;395.7;0
3;F;0;3;1;1;1;1;1;0;31;MG;526.8;611.6;407.5;435;600
2;M;0;3;1;2;0;2;1;0;31;MG;508.3;646.2;593.5;544.5;460
4;M;0;2;1;2;0;4;3;0;33;RJ;431;501.2;464.5;437.4;360
13;F;0;2;1;1;7;1;1;0;21;MA;;;;;
12;F;0;1;1;1;12;1;1;0;22;PI;;;;;
3;F;0;1;2;1;1;1;1;0;33;RJ;;;;;
3;F;0;1;1;2;0;2;1;0;33;RJ;525.1;632.2;568.7;482.9;720
5;M;0;1;1;1;1;1;;0;35;SP;458;461.1;515.3;461;340
11;M;2;3;1;1;1;1;;0;29;BA;461.4;594.5;399.5;491.6;420
11;F;0;3;1;1;9;1;1;0;33;RJ;;;;;
4;F;0;3;1;1;2;1;1;0;24;RN;483;614;569.4;575.7;560
11;M;0;4;1;1;11;1;1;0;31;MG;;613.1;486;;420
7;F;0;3;1;1;4;1;;0;31;MG;395;499.9;476.5;552.9;560
4;F;0;1;1;1;1;1;1;0;31;MG;421.5;586.8;526.9;568.5;820
8;F;0;3;1;1;3;1;1;0;43;RS;434.3;476.2;459.7;463.4;560
5;F;;3;1;1;4;1;1;0;26;PE;491.3;597.8;499.2;475.6;540
5;F;0;3;1;1;2;1;;0;16;AP;520.4;472;502;573.6;640
9;F;0;3;2;1;1;1;;0;31;MG;504.9;582;597.4;479.3;540
14;M;1;3;1;1;1;1;;0;31;MG;561.3;632.4;600;495.9;640
6;M;0;3;1;1;2;1;1;0;35;SP;;;;;
8;F;0;3;1;1;5;1;;0;35;SP;;;;;
6;F;0;3;1;1;3;1;1;0;17;TO;;;;;
1;F;0;3;1;3;0;1;;1;31;MG;516.1;645.2;645.2;623.8;880
8;F;1;2;1;3;0;1;;0;35;SP;;438.7;439.8;;300
2;F;0;3;1;2;0;1;1;0;21;MA;521.9;622.9;571.5;472.6;380
1;F;0;3;1;3;0;1;;1;29;BA;408.5;454.5;487.1;486.4;280
3;F;0;1;1;1;1;1;1;0;35;SP;586;649.3;603.4;476.9;740
2;M;0;0;1;2;0;2;1;0;35;SP;409.3;546.8;443.7;379.1;260
5;M;;3;1;2;0;4;3;0;53;DF;602.7;641.7;566.7;446.2;280
12;M;0;1;1;1;12;1;;0;23;CE;616.6;659.4;597.2;687.3;520
4;F;0;3;1;1;1;1;1;0;14;RR;423.2;593.3;502.7;403.7;600
9;F;0;3;1;1;7;1;1;0;31;MG;;;;;
2;F;0;1;1;2;0;1;1;0;15;PA;592.8;672.1;613.9;652.6;580
3;F;0;3;1;2;0;2;1;0;15;PA;425.5;479.1;531.3;644.7;620
6;F;0;3;1;1;4;1;1;0;35;SP;;;;;
4;M;0;1;1;1;2;1;1;0;26;PE;474.3;608.9;530.3;423;620
1;F;0;3;2;3;0;1;;1;35;SP;474.6;492.8;523.6;411.5;740
5;F;0;3;1;1;3;1;;0;41;PR;472.5;550.4;476.1;567.4;560
13;M;0;2;1;1;12;1;1;0;26;PE;494.6;652.8;552.3;400.1;540
9;F;0;3;1;1;7;1;1;0;29;BA;;492.3;462.1;;500
3;F;0;3;1;2;0;2;1;0;53;DF;;;;;
2;F;0;2;1;3;0;1;;1;52;GO;399;420.7;487.8;600.9;500
10;F;0;2;1;1;5;1;1;0;23;CE;420.4;589.2;559;530.1;420
5;M;0;3;1;1;1;1;;0;35;SP;;;;;
2;M;0;3;1;2;0;2;1;0;35;SP;561.1;651.5;601.9;497.4;640
8;F;0;3;2;1;4;1;1;0;53;DF;554.2;615.4;563.8;444;640
13;F;0;3;1;2;0;1;3;0;32;ES;424.3;495.7;517.5;523.6;360
5;F;0;3;1;1;2;1;1;0;52;GO;395.3;593.6;517.3;532.7;540
16;F;2;3;2;1;12;1;;0;26;PE;526.7;611.4;526.2;575.7;360
3;F;0;3;1;1;1;1;1;0;14;RR;545.1;589.4;506.3;461.8;720
4;F;0;1;1;1;2;1;1;0;35;SP;511.9;648.1;584.2;446.4;860
12;M;1;1;1;1;12;1;;0;24;RN;502.7;403.1;539.3;504.7;580
4;F;0;1;1;2;0;2;1;0;33;RJ;522.5;518.4;403.4;419.6;340
13;F;;1;1;1;1;1;;0;23;CE;570.2;631.3;640.3;557.9;580
2;F;0;0;1;2;0;1;1;0;29;BA;634.6;700.6;646.3;741.8;840
16;F;;2;1;1;12;1;1;0;15;PA;441;431.2;440.7;496.8;320
3;F;0;2;2;2;0;2;1;0;33;RJ;;;;;
14;M;0;2;1;1;12;1;;0;29;BA;;;;;
7;F;0;2;1;1;4;1;1;0;22;PI;506.8;594.9;535.2;580.2;580
13;F;0;3;1;1;12;1;1;0;51;MT;;;;;
2;F;0;1;1;2;0;2;1;0;41;PR;505.2;480.8;515.5;624.9;600
2;F;0;1;1;2;0;2;1;0;26;PE;549.1;645.4;599.9;533.3;520
8;M;0;3;1;1;2;1;1;0;53;DF;430.5;555.7;459.9;506.9;720
12;M;1;3;1;1;1;1;;0;22;PI;434.2;463;463.3;397.3;160
4;F;0;3;1;1;1;1;1;0;31;MG;544.5;647.2;582.4;623.6;580
6;F;0;3;1;1;4;1;1;0;29;BA;;;;;
2;F;0;3;1;2;0;4;1;0;22;PI;440.2;620.4;543;535.9;400
4;M;0;3;1;1;1;1;1;0;29;BA;480.1;583;532;465.8;440
13;F;0;3;1;1;5;1;3;0;31;MG;437.9;405;430.8;499.6;220
2;F;0;3;1;1;1;1;1;0;22;PI;391.7;470.9;435.8;462.9;740
7;F;0;3;1;1;5;1;1;0;11;RO;457.1;563;537.9;515.7;480
11;M;0;2;1;1;8;1;;0;29;BA;400.9;421;566.1;406;540
6;F;0;2;1;1;4;1;1;0;29;BA;477.5;536.6;497.8;555.6;300
10;F;0;3;1;1;8;1;1;0;23;CE;436.9;561.9;447;439.1;280
7;M;0;3;1;1;3;1;1;0;23;CE;458.4;436.4;503.9;492.7;300
4;F;0;3;1;1;2;1;;0;24;RN;;;;;
10;F;0;1;1;1;5;1;1;0;26;PE;458.5;576.5;506.4;581.3;380
9;F;0;3;1;1;6;1;1;0;29;BA;;;;;
3;F;0;3;1;2;0;2;1;0;41;PR;472.1;525.5;510.4;467.4;540
1;M;0;1;1;3;0;1;;1;35;SP;588.1;689.9;619.7;715;400
3;F;0;3;1;2;0;2;1;0;35;SP;446.3;564.9;560.5;505.5;680
4;M;0;3;1;1;1;1;1;0;26;PE;;;;;
7;F;0;0;1;1;5;1;1;0;23;CE;472.6;468.8;493.8;393.9;580
11;F;0;1;1;1;4;1;1;0;33;RJ;;459.2;442.5;;360
4;F;0;3;1;1;1;1;1;0;33;RJ;;;;;
9;F;1;3;1;1;0;1;;0;33;RJ;458;469.7;482.3;373.6;560
4;M;0;3;1;1;1;1;1;0;31;MG;657.8;633;574.2;700.3;840
11;M;0;2;1;1;10;1;1;0;35;SP;480.4;586;492.6;521.4;440
9;M;0;3;1;1;6;1;;0;33;RJ;503;695.1;673.7;659;840
12;F;0;3;1;2;0;2;3;0;12;AC;;;;;
1;F;0;3;1;3;0;1;;1;21;MA;448;481.8;502.6;396.1;560
5;M;0;1;1;1;2;1;1;0;26;PE;422;611.8;506.9;534;640
2;F;0;3;1;2;0;2;1;0;35;SP;434.9;634.3;543.9;472.4;600
3;M;0;2;1;2;0;2;1;0;51;MT;;;;;
11;F;0;3;1;1;8;1;1;0;15;PA;533.3;589.2;518;407;360
11;M;0;2;1;1;12;1;;0;35;SP;;644.9;612.2;;540
4;M;0;3;1;2;0;2;1;0;29;BA;;565.8;512.6;;540
3;F;0;3;2;2;0;2;1;0;24;RN;466.1;543.4;428.7;537.3;340
2;M;0;1;1;1;1;1;;0;43;RS;422.3;583.5;557;431.2;620
11;M;1;3;1;1;11;1;1;0;43;RS;507;658.2;576.3;598.2;600
3;F;0;1;1;2;0;2;1;0;41;PR;475.2;595;523.2;388.6;580
3;M;;3;1;2;0;2;2;0;21;MA;414.9;546.5;462.3;551.1;300
7;M;0;3;1;1;3;1;1;0;27;AL;405.9;520.1;436;469.2;300
3;M;0;3;1;1;1;1;1;0;26;PE;623;650.1;597.3;687.6;800
11;F;0;0;1;1;9;1;1;0;32;ES;;;;;
10;F;1;3;1;1;8;1;3;0;25;PB;;413.9;439.1;;360
3;F;0;3;1;1;1;1;2;0;16;AP;523.6;460.4;509.3;622.1;580
1;M;0;3;1;4;0;1;;0;28;SE;423.1;578.8;510.9;674.9;560
1;F;0;1;1;3;0;1;;1;41;PR;502.5;556.9;524.3;623.8;500
11;M;0;3;1;1;12;1;1;0;13;AM;464.5;604.3;464.4;533;520
3;F;0;0;1;2;0;2;1;0;31;MG;485.4;497;447.5;381.7;280
4;M;0;1;1;1;2;1;1;0;31;MG;;;;;
12;M;0;1;1;1;12;1;;0;35;SP;487.8;641.3;593.1;518.4;620
2;F;0;1;1;3;0;1;;1;33;RJ;604.6;508.6;596.6;566.5;780
11;M;0;1;1;1;10;1;;0;29;BA;536.1;469.9;544.9;393;580
6;M;0;3;1;1;4;1;1;0;11;RO;503.2;613;572.4;476.7;600
16;M;2;3;1;1;12;1;1;0;13;AM;;;;;
1;F;0;1;1;3;0;1;;1;13;AM;479.1;599.1;603;573.1;620
2;F;0;3;1;2;0;4;1;0;21;MA;402.3;551.8;512;497.6;380
3;F;0;1;1;1;2;1;;0;35;SP;530.5;672.6;622;649.5;800
11;M;0;4;1;1;10;1;1;0;23;CE;;;;;
2;F;0;3;1;2;0;2;1;0;13;AM;504.5;500.2;518.5;536.4;360
13;M;;3;1;1;12;1;;0;16;AP;494.7;575.7;469.7;518;340
6;F;0;3;1;4;0;1;;0;28;SE;476.3;622.6;557.5;449;520
5;M;0;2;1;1;1;1;1;0;25;PB;506.6;649.4;583.2;718.8;640
4;F;0;1;1;2;0;2;1;0;15;PA;;;;;
6;F;0;3;1;1;2;1;;0;25;PB;471.8;657.6;646.5;511.9;860
17;F;1;1;1;1;12;1;3;0;31;MG;523.8;593.4;533.3;436.5;380
10;F;0;1;1;1;9;1;1;0;43;RS;;;;;
1;F;;4;1;3;0;1;;1;29;BA;463.7;550.7;413;387.6;320
7;F;0;2;1;3;0;1;;0;29;BA;407;518.7;500.2;495.2;540
12;M;0;3;1;1;7;1;1;0;50;MS;;;;;
11;F;1;0;1;1;9;1;1;0;53;DF;;;;;
12;F;1;1;1;1;12;1;1;0;35;SP;;;;;
6;F;0;3;1;1;2;1;;0;22;PI;480;476.2;410.5;483.6;520
13;M;0;3;1;1;11;1;1;0;33;RJ;398.2;616.1;521.2;439.1;580
9;F;0;4;1;1;4;1;;0;23;CE;445.7;471.9;499;504.7;260
9;F;0;3;1;1;7;1;1;0;21;MA;;;;;
3;F;0;3;1;2;0;3;1;0;35;SP;;492.8;447.9;;340
13;F;0;1;1;1;12;1;1;0;35;SP;;;;;
11;F;1;1;1;1;7;1;;0;43;RS;429;615.7;502.1;496.1;520
10;M;0;3;1;1;3;1;3;0;41;PR;;;;;
6;F;0;3;1;1;0;1;;0;11;RO;434;475.5;343.3;386.3;0
7;F;0;3;1;1;3;1;;0;24;RN;629.8;659.2;523.8;707.6;820
8;F;0;3;1;1;6;1;;0;17;TO;;;;;
6;M;0;1;1;1;3;1;;0;33;RJ;;;;;
3;M;0;3;1;2;0;1;1;0;13;AM;373.6;554.5;446.6;381.3;0
3;F;0;3;1;2;0;1;3;0;31;MG;447.9;562.6;449;421.2;240
1;M;0;1;1;3;0;1;;1;42;SC;546.6;602.7;491.8;607.5;540
12;M;0;1;1;1;12;1;1;0;52;GO;;;;;
3;F;0;3;1;1;2;1;;0;21;MA;417.8;616.1;517.5;429.2;600
5;M;0;3;1;1;2;1;;0;23;CE;;;;;
4;M;0;2;1;2;0;1;1;0;52;GO;;;;;
2;M;0;3;1;2;0;4;1;0;25;PB;674.8;696.5;663.6;826.8;880
11;F;;1;1;1;11;1;;0;14;RR;;;;;
13;F;0;2;1;1;12;1;1;0;31;MG;;;;;
12;F;1;1;1;1;12;1;1;0;35;SP;454;550.3;446.4;452.5;420
11;M;;1;1;1;11;1;1;0;43;RS;643.7;698.2;618.1;792;600
12;M;1;3;1;1;10;1;1;0;26;PE;;;;;
9;F;0;1;1;1;3;1;1;0;41;PR;431.7;547.4;530.5;529;280
2;F;0;1;1;2;0;2;1;0;21;MA;470.2;642.3;538.3;389.7;360
3;F;0;4;1;2;0;2;1;0;29;BA;465.7;608.9;587.1;613.5;540
2;F;;3;1;2;0;1;1;0;35;SP;456.6;568.9;492.5;530.8;600
4;M;0;2;1;1;2;1;1;0;29;BA;481.7;439.1;393.7;588.7;800
3;F;0;3;1;2;0;1;1;0;11;RO;451.4;485.7;495.1;573.1;500
2;F;0;2;1;2;0;2;1;0;33;RJ;452.5;618.5;564.2;415.6;540
4;F;0;1;1;1;2;1;1;0;35;SP;;;;;
4;M;0;1;1;1;2;1;1;0;31;MG;713.9;719.7;686.9;797.9;860
7;F;0;3;1;1;3;1;1;0;15;PA;445.3;581.9;500.8;518;540
6;F;;2;1;1;3;1;1;0;42;SC;423.8;457.7;502.5;440.4;440
2;F;0;2;1;2;0;2;1;0;35;SP;460.8;460.2;400.6;456.4;280
11;F;0;3;1;1;11;1;1;0;23;CE;;;;;
11;F;0;3;1;3;0;1;;0;35;SP;423.5;492;325.7;400.4;180
2;F;0;1;1;2;0;1;1;0;35;SP;384.4;550.2;446.3;498.8;360
13;F;2;1;1;1;12;1;1;0;35;SP;;;;;
2;F;0;3;1;2;0;2;1;0;33;RJ;365;412.8;465.3;439.1;300
10;M;0;3;1;1;8;1;1;0;24;RN;382.1;446.9;478.7;551.8;360
4;M;0;0;1;1;1;1;1;0;31;MG;659.6;692.8;615.5;594.9;800
5;F;0;2;1;2;0;2;1;0;26;PE;;;;;
6;F;0;2;1;1;2;1;1;0;27;AL;612.3;668.3;601.6;727.8;960
14;F;1;5;1;1;10;1;3;0;13;AM;;423.9;385.9;;0
12;F;0;3;1;1;8;1;3;0;24;RN;422.7;416.8;537.6;461.3;340
12;M;2;1;1;1;10;1;;0;33;RJ;;;;;
3;M;0;1;1;1;1;1;1;0;41;PR;619.9;641.9;566.3;718.3;720
2;M;0;1;1;2;0;1;1;0;43;RS;588.6;647.8;674.9;760.1;860
2;F;0;2;1;2;0;2;1;0;26;PE;476;417.1;503.2;447.5;360
6;F;0;3;1;1;2;1;1;0;23;CE;;;;;
11;M;0;3;1;1;6;1;3;0;50;MS;403.2;629.2;562;463.8;360
13;F;2;1;1;1;12;1;1;0;26;PE;588.7;642.7;534.5;499;600
4;F;0;3;1;1;2;1;;0;26;PE;459.6;634.3;593;503.6;860
12;F;0;3;1;1;1;1;;0;35;SP;;;;;
3;F;0;1;1;2;0;2;1;0;53;DF;456.1;522;526.9;553;480
2;M;0;1;1;2;0;2;1;0;35;SP;563.1;638.6;602.8;500.8;860
7;F;0;1;1;1;4;1;;0;33;RJ;396.1;457;462;408.2;380
3;F;0;1;1;1;1;1;;0;43;RS;631.4;668;659.6;659.5;920
9;M;0;2;1;1;4;1;;0;29;BA;492.5;503.6;467.8;595;580
9;F;0;0;1;1;4;1;1;0;27;AL;363.5;401.7;344.9;434.5;280
4;F;0;2;1;1;2;1;1;0;29;BA;470.2;605.5;565.1;642.8;600
6;F;0;1;1;1;5;1;1;0;29;BA;690.1;663.5;657.4;726.5;720
2;M;0;3;1;1;1;1;1;0;13;AM;590.8;613.7;573.1;722.1;720
3;F;0;2;1;2;0;2;1;0;52;GO;436.3;619.8;521.5;499.8;620
4;F;0;1;1;1;2;1;1;0;35;SP;558.4;675.8;606.2;687;640
11;M;0;3;1;1;11;1;;0;31;MG;458.6;546.3;533.3;621.3;680
3;F;0;1;1;1;1;1;1;0;29;BA;;;;;
14;F;0;3;1;1;12;1;1;0;15;PA;;;;;
5;M;0;3;2;2;0;2;3;0;29;BA;394.3;578;416.7;411.3;460
5;M;0;2;1;1;2;1;1;0;29;BA;402.7;456.8;387.9;550.6;280
4;F;0;3;1;1;2;1;;0;51;MT;529.3;679.2;619.7;371.2;860
5;M;0;1;1;1;2;1;1;0;24;RN;368.6;574.6;541.9;517.3;400
3;M;0;3;1;2;0;1;1;0;31;MG;511.9;468.3;519.3;477.5;280
2;F;0;3;1;2;0;2;1;0;52;GO;456.3;544;408.9;501;440
2;F;0;2;1;1;1;1;1;0;28;SE;444;607.3;516.7;457.6;360
3;F;0;3;1;1;1;1;1;0;51;MT;537.2;597.5;534;441.3;680
1;F;0;1;1;3;0;1;;1;31;MG;535.4;639.3;611.5;683.3;880
13;M;0;1;1;1;12;1;;0;23;CE;;;;;
2;F;0;2;1;2;0;2;1;0;25;PB;465.1;542.9;350.4;543.4;520
11;M;0;2;1;1;1;1;;0;22;PI;;;;;
7;F;0;2;1;1;4;1;1;0;31;MG;454.3;618.6;559.8;468.4;620
13;F;1;3;1;1;11;1;;0;29;BA;;;;;
12;F;1;3;1;1;12;1;;0;31;MG;;;;;
12;F;0;1;1;1;12;1;1;0;43;RS;624.1;658.6;592.7;539.2;400
11;M;0;0;1;1;11;1;;0;41;PR;;;;;
3;M;0;1;1;1;1;1;1;0;35;SP;468.8;614;556.2;675.3;560
12;M;0;3;1;1;5;1;1;0;25;PB;399.5;423.8;335.5;425.3;280
3;F;0;1;1;1;1;1;1;0;35;SP;426.8;570.4;600.3;468.7;560
3;F;0;1;1;1;1;1;;0;35;SP;450.1;472.3;546.6;507.7;500
12;M;1;4;1;4;0;1;;0;27;AL;;569.9;510.9;;460
8;F;;0;1;1;3;1;1;0;35;SP;;576;574.6;;0
10;F;0;1;1;1;4;1;1;0;31;MG;518.1;517.7;558.8;575.2;300
15;M;1;3;1;1;1;1;3;0;29;BA;;;;;
3;F;0;1;1;1;1;1;1;0;31;MG;615.9;681.6;628.3;734.5;940
3;F;0;3;1;1;1;1;1;0;24;RN;425.3;579.5;540.2;562.5;360
2;F;0;2;1;2;0;4;1;0;35;SP;605.7;693.1;652.7;689.1;600
13;M;0;3;1;1;12;1;1;0;53;DF;416.9;614.1;509.6;455.1;460
6;F;0;1;1;1;3;1;;0;35;SP;405.3;441;389.9;480.6;240
3;F;0;1;1;1;1;1;;0;43;RS;593.9;620.7;624.1;568.1;700
13;F;1;1;1;1;1;1;3;0;35;SP;515.4;535.1;472.9;376.3;280
7;M;0;3;1;1;1;1;;0;23;CE;592.8;660;552.2;692.1;860
10;M;0;1;1;1;7;1;;0;31;MG;665.3;665.9;555.9;647.9;400
3;F;0;1;1;1;1;1;;0;33;RJ;655.5;702.5;735.4;815.9;920
2;M;0;2;1;2;0;2;3;0;35;SP;465.9;521.7;379.7;468;340
4;M;0;3;1;1;2;1;1;0;27;AL;466.9;582.4;598.6;521.7;820
11;M;;1;1;1;12;1;;0;31;MG;545.6;693.8;635.3;686.9;800
5;F;0;1;1;1;2;1;1;0;41;PR;;;;;
2;M;0;2;2;2;0;2;1;0;35;SP;410.9;574.8;554.4;457.4;380
1;F;0;1;1;3;0;1;;1;33;RJ;554.7;649;556.5;559.8;840
10;F;1;3;1;1;7;1;1;0;53;DF;;;;;
3;F;0;2;1;1;1;1;1;0;31;MG;515;402.7;536.2;615.6;600
7;F;0;3;1;1;2;1;;0;15;PA;408.8;539.7;472.1;448.2;0
9;F;0;3;1;1;7;1;1;0;24;RN;490.7;439.2;479.2;399.3;460
6;F;0;3;1;1;3;1;1;0;31;MG;637.7;689.4;642.5;722.4;940
12;F;0;1;1;1;8;1;1;0;35;SP;;;;;
4;F;0;3;1;1;1;1;1;0;28;SE;422.8;514.4;516.5;478.2;520
4;F;0;1;1;1;2;1;1;0;35;SP;467.7;491.5;378.9;462.4;680
14;F;0;3;1;2;0;2;3;0;29;BA;470;523.1;429.7;435.2;280
8;F;0;3;1;1;4;1;;0;42;SC;572.9;614.2;569.8;404.2;580
7;F;0;1;1;1;3;1;;0;35;SP;;;;;
3;M;0;1;1;1;1;1;1;0;35;SP;;;;;
3;F;0;3;1;1;1;1;;0;35;SP;;;;;
4;F;0;3;1;1;1;1;;0;21;MA;450;481;533.9;612.4;520
5;F;0;3;1;1;3;1;1;0;32;ES;;;;;
3;M;0;3;1;1;1;1;;0;23;CE;430.1;561.3;565.4;409.9;200
6;F;0;3;1;1;4;1;1;0;31;MG;481.3;643.7;556.3;666;580
2;M;0;1;1;2;0;1;1;0;33;RJ;531.1;609.8;512.9;597.2;340
3;M;0;2;1;2;0;2;1;0;33;RJ;589.9;647.2;500.2;707.6;920
5;F;0;1;1;1;2;1;1;0;35;SP;405.1;621.5;574.9;485.4;360
11;M;1;2;1;1;12;1;1;0;22;PI;482.8;578.4;504.8;455.9;520
7;F;0;1;1;1;4;1;1;0;35;SP;417.5;576.6;496;392.3;340
7;M;0;3;1;1;4;1;1;0;31;MG;503.5;564.4;486.1;519.9;640
4;F;0;2;1;1;1;1;;0;29;BA;519.9;465.5;518.6;544.3;580
11;F;1;3;1;1;7;1;1;0;28;SE;487.9;542.4;378.4;456.8;340
11;F;0;3;1;1;9;1;1;0;21;MA;;;;;
4;F;0;1;1;1;1;1;1;0;26;PE;384.6;526.8;482.9;399.4;440
5;F;0;2;2;1;1;1;;0;42;SC;402.9;519.5;530.6;418;240
11;F;0;3;1;1;11;1;1;0;31;MG;519.3;591.7;458.1;473.1;820
3;F;0;3;1;1;1;1;1;0;28;SE;551.5;434.7;529.6;538.2;440
4;M;0;3;1;1;2;1;;0;22;PI;646.1;656.2;619.9;774.4;700
12;F;1;3;1;1;12;1;;0;29;BA;;;;;
2;M;0;3;1;2;0;2;1;0;27;AL;;;;;
4;M;0;3;1;4;0;1;;0;15;PA;517.7;482.2;517.3;570.6;560
6;M;0;3;1;1;3;1;1;0;28;SE;495.2;663;512.3;408.3;920
3;M;0;2;1;2;0;2;1;0;29;BA;;;;;
9;M;0;3;1;1;7;1;;0;13;AM;429.1;467.5;479.9;470.7;700
7;F;0;3;1;1;5;1;;0;35;SP;660.3;681.6;656.9;627.7;760
9;F;0;1;1;2;0;2;3;0;43;RS;;622.2;511.7;;360
6;F;0;3;1;1;1;1;1;0;15;PA;418.7;579.7;570.9;578.8;400
5;M;;1;1;1;1;1;1;0;15;PA;506.9;495.8;495.2;442.4;500
4;M;0;3;1;2;0;2;1;0;26;PE;464.8;415.7;417.1;570.9;500
4;F;0;2;1;1;1;1;1;0;33;RJ;402.2;516.4;509.4;401.9;500
5;F;0;0;1;1;2;1;1;0;31;MG;563.5;650.1;594.8;652.2;760
5;F;0;3;1;3;0;1;;0;32;ES;;;;;
5;F;0;1;1;1;2;1;;0;43;RS;508.8;654.6;616.4;602;780
6;F;0;3;1;1;1;1;1;0;21;MA;556.1;620.4;592.9;493.2;600
3;F;0;3;1;1;1;1;1;0;53;DF;;;;;
11;M;0;3;1;1;4;1;1;0;23;CE;580;560;474.8;424.4;340
3;M;0;3;1;2;0;2;1;0;21;MA;532.3;543.6;527.1;622.5;380
3;F;0;3;1;2;0;1;1;0;26;PE;481.5;543;528.3;416.5;580
2;M;0;2;1;2;0;2;1;0;35;SP;493.8;525.2;443.5;472.3;340
5;M;0;1;1;1;2;1;1;0;29;BA;460.3;469;428.8;485.9;460
4;F;0;3;1;1;1;1;;0;23;CE;;;;;
5;M;0;2;1;4;0;1;;0;31;MG;;;;;
5;F;0;3;1;1;1;1;1;0;41;PR;471.5;590.3;470.3;419.8;360
12;M;1;2;1;1;9;1;1;0;31;MG;;;;;
8;F;0;1;1;1;5;1;;0;52;GO;532.3;586.3;423.6;445.4;640
1;M;0;1;1;3;0;1;;1;33;RJ;671.6;716.9;681.2;761.5;700
1;F;0;1;1;2;0;1;1;0;24;RN;399.4;510.4;518.4;494.7;840
11;F;0;1;1;1;9;1;1;0;35;SP;;;;;
11;M;;1;1;1;11;1;;0;35;SP;;;;;
7;F;0;1;1;1;4;1;;0;35;SP;466;616.5;650.5;571.6;500
4;F;0;2;1;1;2;1;1;0;35;SP;637.1;675.7;625.8;660.1;940
11;F;0;1;1;1;9;1;;0;43;RS;575.2;522.5;612.5;547;700
3;M;0;3;1;2;0;2;1;0;50;MS;454.1;599.4;496.1;528.4;320
3;M;0;3;1;1;1;1;1;0;35;SP;562.8;653.1;587.2;432.5;680
6;M;0;3;1;1;3;1;1;0;33;RJ;512.6;603.5;570.1;511;560
9;F;2;3;1;1;7;1;1;0;53;DF;;488;457.9;;560
4;F;0;2;1;1;1;1;1;0;31;MG;469.5;559.4;428.8;380;220
13;M;0;1;1;1;12;1;;0;33;RJ;630.6;696.5;624;686.2;880
13;F;0;1;1;1;1;1;;0;33;RJ;;;;;
1;M;0;1;1;3;0;1;;1;31;MG;542.8;658.1;566.8;657.5;600
12;F;0;3;1;1;12;1;1;0;23;CE;;;;;
3;F;0;3;1;1;1;1;;0;32;ES;583.3;599;562.5;584.1;340
